"Scenario","year","ravtaz","hh_total","pop","age0_4","age5_9","age10_14","age15_19","age20_24","age25_29","age30_34","age35_39","age40_44","age45_49","age50_54","age55_59","age60_64","age65_69","age70_74","age75up","emp_tot","indus","com_hotel","business","public","education","agri","student","univ","UO_Hi_Ed","pop_emp_employed"
"BASE",2020,92,0.0000,437788.9563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"BASE",2020,93,1663.0000,7828.0000,1557.0000,1426.0000,1029.0000,554.0000,684.0000,580.0000,562.0000,446.0000,320.0000,172.0000,114.0000,125.0000,97.0000,71.0000,50.0000,41.0000,1412.0602,149.9960,299.9920,149.9960,149.9960,662.0802,0.0000,4284.5613,0.0000,654.0000,2372.8740
"BASE",2020,94,0.0000,390820.1051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"BASE",2020,95,813.0000,3515.0000,477.0000,575.0000,396.0000,189.0000,205.0000,161.0000,256.0000,316.0000,247.0000,155.0000,156.0000,116.0000,129.0000,75.0000,52.0000,10,612.2066,191.6832,94.4780,62.5308,47.2390,216.2756,0.0000,1513.9294,0.0000,0.0000,1460.8713
"BASE",2020,96,0.0000,403308.1850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"BASE",2020,97,1198.0000,5102.0000,777.0000,804.0000,631.0000,247.0000,224.0000,216.0000,449.0000,458.0000,350.0000,217.0000,94.0000,90.0000,187.0000,214.0000,129.0000,15.0000,884.9091,0.0000,100.7360,81.0368,67.1573,302.4571,333.5220,2082.2000,0.0000,58.0000,1979.8303
"BASE",2020,98,0.0000,58046.4423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"BASE",2020,99,0.0000,314828.1908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"BAU",2025,1,4939.3658,15506.0405,1634.0994,1381.1050,1354.5375,1358.9516,1410.5877,1220.6647,888.9621,854.4950,798.4767,685.1656,669.8174,576.2538,565.5943,544.5385,537.5435,1025.2477,29942.2074,0.0000,10920.9086,9628.5726,7994.9724,1397.7538,0.0000,2152.8748,5658.3833,558.8336,5961.8281
"BAU",2025,10,5886.0215,23337.0182,4388.3450,3436.5716,2394.2993,2704.6103,1920.1183,1710.7640,1671.8256,1022.2495,734.4658,524.5460,477.2145,517.9817,448.5934,487.2187,317.7798,580.4347,11510.8872,0.0000,5072.7261,2400.8047,1536.8769,2500.4795,0.0000,15443.4335,1177.0946,3543.0782,4883.4480
"BAU",2025,100,2049.4719,9393.4794,1444.7802,1362.8372,1316.4565,963.6163,669.9650,728.9900,600.0212,609.9573,464.9886,326.9576,248.4359,193.5114,174.7428,134.0893,87.5767,66.5534,1660.3799,0.0000,385.7177,230.5129,186.8242,726.2589,131.0662,4656.3197,0.0000,644.1200,3258.8583
"BAU",2025,11,2479.7300,4126.2992,34.2867,37.0391,57.5034,66.9706,2145.1857,1435.1377,28.3261,26.3655,33.5495,38.9733,48.7806,44.0469,41.3740,30.6210,22.8836,35.2557,6255.3997,0.0000,154.2901,462.8702,2468.6408,3169.5987,0.0000,123.4353,15474.8083,0.0000,1888.1284
"BAU",2025,12,5027.4246,20406.4397,2543.3193,2351.3906,2098.1865,2042.3311,2098.0401,1897.6971,1474.6879,1040.6854,1049.0504,1057.5733,861.1172,626.3530,426.5164,430.3645,199.7552,209.3717,3216.6063,392.2810,747.6032,466.1986,355.3222,1255.2014,0.0000,8786.4096,0.0000,0.0000,4759.6812
"BAU",2025,13,7481.3067,30561.4702,3219.4894,3183.2379,3098.6818,3016.1923,3098.4656,2802.5914,2177.8753,1536.9239,1549.2776,1561.8646,1589.6634,1233.3626,944.8435,635.5787,295.0062,618.4162,5146.3906,364.3396,1874.3671,666.0680,738.6216,1502.9943,0.0000,10520.9599,0.0000,0.0000,7497.3257
"BAU",2025,14,3034.3337,13654.4519,1329.6650,1303.8278,1256.5024,1223.0532,1116.8131,1122.4089,1121.4212,969.4473,698.0283,703.6994,572.9794,555.6926,567.6001,429.5408,265.8306,417.9419,1264.3122,67.9271,192.4376,100.0000,139.6354,764.3122,0.0000,5334.0536,0.0000,85.2681,3467.0311
"BAU",2025,15,2454.5469,6420.1471,413.2006,373.6458,454.9647,449.8991,473.7271,447.6344,318.3504,339.0264,343.6146,321.4441,333.2830,287.3897,303.1100,303.5648,365.2369,892.0556,3168.2704,0.0000,109.2967,2236.4322,586.4322,236.1092,0.0000,1652.7647,0.0000,0.0000,2799.6047
"BAU",2025,2,15347.3866,49530.7402,7521.3148,6026.7176,4687.0835,9358.7185,6260.7964,3439.6648,2599.4285,1571.6752,1387.8631,1322.3404,1124.2252,1107.9703,922.5423,877.0381,525.4292,797.9324,8129.3696,0.0000,1698.8754,601.4289,706.8404,5122.2249,0.0000,27537.2940,4193.5802,21868.9675,9939.9403
"BAU",2025,21,34.1640,143.4890,13.8782,15.3480,17.5041,13.9632,9.64355,6.80457,7.25771,10.3034,11.5776,9.86777,8.06419,4.76783,3.69286,3.39974,3.16762,4.2487,27.9157,0.0000,10.8812,10.8812,0.0000,6.1532,0.0000,43.0724,0.0000,0.0000,60.8672
"BAU",2025,22,3890.6975,18408.9475,2099.1009,2026.1847,1978.1199,1863.8243,1914.6642,1603.0410,1345.7951,1076.8565,894.0403,901.3038,785.8526,571.6075,519.4960,327.8084,182.2959,318.9566,3003.5084,0.0000,1042.1233,473.6924,378.9539,1108.7387,0.0000,7761.1708,0.0000,0.0000,4348.5851
"BAU",2025,23,4889.9942,19814.0133,2312.0704,2110.1876,2054.1348,1999.4520,1848.5923,1651.4264,1443.7266,1222.6033,1027.0254,1035.3694,843.0379,613.2026,626.3424,421.3289,195.5614,409.9518,2840.4772,0.0000,928.5308,422.0595,337.6476,1152.2393,0.0000,8065.6752,0.0000,0.0000,4736.9665
"BAU",2025,24,5201.2445,21570.9880,2440.9470,2227.8111,2168.6339,2110.9031,2168.4825,1961.4130,1741.9441,1290.7522,1084.2726,1093.0817,890.0295,647.3830,661.2553,444.8141,206.4621,432.8028,3388.7795,87.2001,1393.1533,546.0514,506.6012,855.7735,0.0000,5990.4144,0.0000,0.0000,5244.4733
"BAU",2025,25,4801.9743,24795.1867,3145.3403,2907.9807,2854.3257,2525.7647,2594.6605,2346.8950,1823.7566,1287.0228,1080.3961,1046.3265,1064.9495,774.6150,527.4757,309.7075,247.0387,258.9314,3666.2035,116.9281,1286.2088,467.7123,467.7123,1327.6420,0.0000,9293.4941,0.0000,0.0000,5643.9679
"BAU",2025,26,4885.9317,21163.4825,2598.5664,2443.7100,2347.1005,2072.3671,2128.8955,1972.2038,1532.5865,1132.6522,1090.2378,931.2134,894.9261,650.9446,495.6274,447.2613,207.5980,217.5920,4238.7991,118.9724,1308.6968,475.8897,475.8897,1859.3503,0.0000,13015.4524,0.0000,0.0000,4898.8670
"BAU",2025,3,1247.8795,6074.2474,486.4855,466.4367,437.0259,425.3881,499.4086,439.1690,438.7786,495.4210,312.1344,314.6703,320.2669,248.4828,380.7009,320.1144,178.2979,311.4664,11168.5450,554.4519,5151.4529,2209.3916,2361.2486,891.9999,0.0000,6243.9993,0.0000,0.0000,1611.4510
"BAU",2025,31,1150.2251,3193.0473,258.3396,211.6604,234.5366,406.0903,310.1494,231.1887,170.6491,176.5403,162.5939,140.6797,143.6705,127.8026,131.9250,124.7888,128.0253,234.4068,14902.0223,1613.6323,4513.5269,7026.3451,1374.7823,373.7358,0.0000,747.7815,4696.8098,450.5383,1284.5377
"BAU",2025,32,8244.7313,20590.8943,1456.7683,1259.0821,1460.3326,1875.1715,1545.0499,1432.1617,1058.0503,1122.7489,1090.2442,981.2919,997.1219,864.4958,915.1300,920.9907,1086.8201,2525.4345,4599.2436,0.0000,1813.1828,1269.9135,1031.2774,484.8698,0.0000,3039.1892,0.0000,589.9632,8715.9570
"BAU",2025,33,5027.1968,15841.6463,1451.1880,1162.4949,1226.6139,1081.2220,1095.2594,1181.5954,954.3241,1007.4563,897.7437,739.2552,712.0305,625.1451,669.6170,685.8158,776.1200,1575.7651,3669.3930,0.0000,1677.9159,767.0660,757.3426,467.0686,0.0000,3052.8170,196.6645,57.6136,6876.1399
"BAU",2025,34,6170.8604,24442.7057,2319.5031,2565.1662,2925.5140,2635.6185,1763.8580,1144.1836,1213.0049,1722.0345,1935.0073,1649.2328,1347.7946,796.8632,617.2009,568.2093,529.4147,710.1000,4594.8671,0.0000,1912.1025,801.6859,923.4508,957.6279,0.0000,6469.4840,0.0000,916.0561,10172.9356
"BAU",2025,35,4267.2809,15264.2308,1492.1773,1179.9493,1237.7970,1151.9369,1101.8078,1176.4495,950.1251,989.1102,868.6803,709.7178,693.1740,617.7894,648.9245,635.8711,660.8682,1149.8527,3263.1343,0.0000,1241.9820,779.0174,656.1547,585.9802,0.0000,4045.4000,0.0000,152.0999,6660.3885
"BAU",2025,36,5644.7762,18846.0442,1842.3080,1554.8127,1662.4863,1453.0748,1353.6624,1360.9556,1137.6879,1245.9351,1150.8927,949.4457,892.0579,740.8381,748.7060,728.7423,749.1952,1275.2435,3978.1699,0.0000,1947.2412,867.1281,760.8011,402.9993,0.0000,2772.6000,0.0000,186.6680,8199.0462
"BAU",2025,37,3869.9199,15946.6126,1606.7348,1444.2209,1391.7995,1354.7487,1391.7024,1398.6756,1086.9015,767.0251,773.1904,779.4721,793.3455,615.5282,471.5384,317.1951,294.4546,308.6299,2152.9430,60.9060,840.3949,199.8324,283.6792,768.1305,0.0000,5376.9136,0.0000,0.0000,3700.2802
"BAU",2025,38,6268.9707,19092.1206,1843.6460,1457.8755,1529.3487,1588.3635,1423.0084,1459.3128,1173.9184,1222.0860,1073.2900,876.8853,856.4448,763.3041,801.7727,785.6447,816.5297,1420.6900,3745.0253,0.0000,1706.4635,634.7901,614.6118,789.1600,0.0000,5306.3405,0.0000,669.4699,8229.1822
"BAU",2025,39,6570.5039,15234.0173,1088.8393,919.4977,992.4449,879.0055,903.8122,1004.9411,811.7798,899.7337,840.8281,709.6121,653.9982,545.9212,624.1355,727.5924,1003.8866,2627.9892,4873.1306,0.0000,1929.6158,927.3642,1027.7707,988.3799,0.0000,6918.6595,0.0000,0.0000,6419.1343
"BAU",2025,4,7903.7118,31575.5706,2895.4100,2857.2824,2810.5329,3559.5690,2997.3458,2482.5173,2143.1285,2155.5377,1939.7851,1695.5359,1433.4737,1263.0398,1013.5987,758.0239,667.2448,903.5453,4301.1971,0.0000,1679.2703,516.6986,387.5239,1717.7043,0.0000,11039.8902,0.0000,3038.5409,8200.2928
"BAU",2025,40,7561.9873,18213.9377,1414.5019,1178.6120,1297.8319,1478.2474,1321.4330,1317.8129,990.2838,1057.8293,985.2970,846.4574,827.4790,715.6579,771.9923,805.8414,971.7981,2232.8625,7320.7605,0.0000,3733.2488,1444.0077,1089.9833,1053.5208,0.0000,5096.7237,2101.9959,501.2383,7729.8057
"BAU",2025,41,6881.7932,21031.4950,3197.5811,2496.8456,1920.9792,3640.0575,2431.3897,1534.0722,1246.5186,778.2051,607.1097,493.7641,490.4628,527.1529,465.7438,465.5834,279.5799,456.4492,3491.3134,0.0000,524.1732,301.3017,227.4611,2438.3774,0.0000,15697.4383,0.0000,5554.0423,4517.3156
"BAU",2025,42,4890.8029,12098.6008,1025.2635,1000.9171,1056.5787,2421.8306,1808.3150,931.9822,487.2262,564.8912,606.9463,523.1348,447.5945,306.1558,248.4308,230.3376,185.4142,253.5823,6462.9795,0.0000,920.2100,1435.9694,2770.0417,1336.7584,0.0000,4122.0493,5784.2485,2508.1661,3765.7774
"BAU",2025,43,2298.2462,5780.9238,567.5218,448.7717,470.7730,414.4525,418.1756,447.4406,361.3624,376.1896,330.3863,269.9279,263.6358,234.9647,246.8063,241.8417,251.3489,437.3250,1676.0780,0.0000,585.5931,439.1948,439.1948,212.0951,0.0000,1476.6000,0.0000,32.2636,2533.1546
"BAU",2025,44,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6389.8924,0.0000,1746.9742,3378.1545,1174.8712,89.8924,0.0000,0.0000,856.0688,0.0000,0.0000
"BAU",2025,45,5952.0952,18501.4984,1267.1877,1137.8096,1448.6578,2347.0041,1880.3964,1391.9303,895.6948,889.7330,923.5702,912.7193,1038.0098,932.9373,913.0345,758.9763,666.5193,1097.3181,3260.9626,0.0000,1223.8041,991.9127,640.0272,405.2186,0.0000,2320.3124,0.0000,1299.7627,7893.7913
"BAU",2025,46,9767.2766,32353.2867,3049.9086,2485.9992,2631.7089,2563.0860,2866.0242,2685.0390,1915.1801,2040.4193,1834.9229,1506.0852,1444.2599,1246.1139,1286.5830,1256.9871,1300.1907,2240.7786,6465.8599,0.0000,2863.7706,1069.8072,1670.6939,861.5883,0.0000,5869.8000,0.0000,465.5178,13978.2039
"BAU",2025,47,5519.0898,17268.3636,1418.7662,1207.1199,1426.3987,1427.2017,1465.3974,1346.0644,959.1373,971.6819,942.6090,869.3888,941.1191,843.6744,844.1891,742.0373,694.4472,1169.1310,4092.6233,0.0000,1988.9511,588.3682,908.9810,606.3230,0.0000,4187.8000,0.0000,265.0225,7737.2352
"BAU",2025,48,922.9887,3094.7155,303.8128,240.2420,252.0200,221.8698,223.8629,239.5294,193.4490,201.3865,176.8665,144.5011,141.1328,125.7842,132.1234,129.4657,134.5552,234.1142,8313.7718,0.0000,1435.4104,3006.1594,2827.6305,999.6219,44.9495,815.5569,5372.4100,0.0000,1356.0796
"BAU",2025,49,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169.7143,0.0000,0.0000,0.0000,0.0000,169.7143,0.0000,1188.0000,0.0000,0.0000,0.0000
"BAU",2025,5,1692.8717,4244.4646,427.9413,349.2228,310.9942,362.4143,300.1075,283.0674,241.5234,227.6356,202.1431,165.6513,151.5475,131.5864,144.1108,167.7913,217.0099,561.7179,6670.6004,0.0000,4743.2962,830.2679,1002.8903,94.1460,0.0000,304.4579,46.2740,404.4509,1499.4954
"BAU",2025,50,7111.4253,17598.5311,1427.4298,1163.8572,1237.6432,1282.8794,1355.5220,1352.1492,980.0094,1053.0201,955.2053,794.0042,752.0434,648.0767,711.1702,766.4975,945.2998,2173.7236,4482.6557,0.0000,1304.5107,662.7196,607.8216,1907.6039,0.0000,4295.3369,7924.4205,262.7180,7465.0547
"BAU",2025,51,258.1089,258.1089,0.0000,0.0000,0.0000,171.6885,78.3545,8.0659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13238.7341,0.0000,1320.1214,11221.0322,660.0607,37.5198,0.0000,0.0000,138.8220,410.2088,0.0000
"BAU",2025,52,7198.6249,31407.6533,5885.5638,4909.1660,3550.4586,3441.6796,2463.2144,2084.4463,2088.6258,1514.6460,1196.7894,770.4323,631.7737,638.2042,559.9068,579.6934,401.9162,691.1368,3843.2300,0.0000,1030.1112,557.3090,489.7376,1766.0722,0.0000,11499.4535,0.0000,4312.1856,6800.1191
"BAU",2025,53,12984.8642,47282.0104,7511.1359,5907.1873,4640.9613,7603.8706,5473.4926,3532.0871,2685.9073,1563.6436,1317.7468,1238.9118,1152.0464,1222.0979,1047.6502,998.1246,553.5483,833.5988,7964.3150,0.0000,1325.7140,1227.5694,406.3147,5004.7169,0.0000,27995.5631,3675.8899,13557.9229,9750.9286
"BAU",2025,54,6575.5382,22662.6821,3479.6253,2717.3116,2093.5612,2757.5626,2165.2129,1750.0409,1476.2164,1051.0751,821.4092,635.9478,611.4882,619.2678,583.7142,596.4726,473.7599,830.0165,1698.8985,0.0000,45.7071,30.4714,25.3928,1597.3272,0.0000,9841.7748,419.3580,3409.6148,6027.6960
"BAU",2025,55,443.4026,746.2700,80.5837,75.4697,52.6804,314.5094,117.2091,25.8960,22.1752,20.8762,17.9448,8.07915,3.47519,2.28628,1.35365,1.44749,0.991868,1.29185,20779.9900,1154.2189,4714.4921,10770.0749,2569.0725,1572.1316,0.0000,2728.0000,3528.3916,687.8210,97.1087
"BAU",2025,56,5323.6080,17120.4689,2360.6652,1774.8714,1490.1152,3238.7432,2198.1675,1360.0634,926.7943,518.4917,407.7754,384.1856,440.1900,521.3256,474.8440,447.3789,233.2589,343.5987,2294.5623,0.0000,684.3030,218.7846,190.8353,1200.6395,0.0000,7097.8000,0.0000,3699.6346,3607.9469
"BAU",2025,57,756.2945,2509.6017,246.3713,194.8198,204.3709,179.9212,181.5374,194.2419,156.8738,163.3106,143.4266,117.1805,114.4490,102.0023,107.1430,104.9878,109.1150,189.8506,548.3997,0.0000,227.3307,96.2561,80.8967,143.9161,0.0000,1007.4129,0.0000,0.0000,1099.6874
"BAU",2025,58,3925.1835,16844.1342,2907.8550,2258.4369,1701.1411,1636.3690,1459.2945,1316.4563,1168.4463,757.9407,576.2536,449.5828,440.5990,471.5100,430.6209,439.2832,304.6211,525.7238,2870.4427,0.0000,1303.1377,382.2660,276.7364,908.3026,0.0000,6196.8000,0.0000,1507.2146,4127.1886
"BAU",2025,59,7031.2435,31407.1546,5394.0447,4465.6313,3391.5368,4048.0152,2977.3996,2148.8281,1956.0043,1388.6526,1140.9758,819.2846,722.1695,721.1335,621.7739,619.9122,382.2229,609.5695,4636.5990,0.0000,756.6828,454.0097,302.6731,3123.2334,0.0000,19786.4000,780.8736,6854.6978,6906.1976
"BAU",2025,6,6682.1362,16886.6688,1268.2176,1055.9985,1133.0917,1165.9653,1063.5852,1136.4385,915.1726,1002.3764,926.3467,777.4121,723.7874,611.4967,688.3838,779.9492,1035.6722,2602.7748,5418.5467,0.0000,1838.1988,1779.6893,838.2115,962.4471,0.0000,5159.6678,809.7948,405.5997,7077.3579
"BAU",2025,60,4087.6095,19046.5414,3051.2679,2431.7907,1985.1718,2767.8960,2273.8252,1451.0357,1028.1182,588.4672,549.7353,574.2920,510.2855,519.2609,434.3253,394.6482,207.2341,279.1874,2195.4150,0.0000,567.2978,214.6469,250.7554,1162.7149,0.0000,7477.6000,0.0000,2774.8606,3975.4566
"BAU",2025,61,3630.9336,20162.4742,4317.4558,3763.1716,2613.9232,1791.1115,1246.6765,1170.4424,1382.3639,1071.5950,858.6715,464.0527,299.4927,277.6555,220.2526,241.4814,161.5013,282.6268,2632.6363,0.0000,664.5535,291.6466,263.1531,1413.2831,0.0000,9715.5318,0.0000,2036.3644,3863.9594
"BAU",2025,62,1025.8982,5551.7622,928.4570,749.3865,608.1079,730.0744,636.8327,418.9970,301.2149,173.4676,168.8286,180.0700,151.2547,147.4198,119.8732,107.5140,56.6041,73.6599,705.5398,0.0000,159.6092,72.5496,58.0397,415.3412,0.0000,2786.4000,0.0000,577.0547,1157.4995
"BAU",2025,63,5678.2345,21025.3473,2175.5942,1719.0596,1740.9455,1526.7446,1522.5702,1624.1494,1328.6430,1347.3198,1174.8465,955.5819,931.1057,834.1000,871.4405,856.5351,881.3883,1535.3229,3453.6508,0.0000,1628.2329,612.6061,572.1355,640.6763,0.0000,4476.6682,0.0000,117.1778,8962.2572
"BAU",2025,64,6716.7108,23082.7894,1916.7550,1623.0176,1904.2219,1899.2496,1944.6251,1798.5584,1290.6907,1309.8838,1262.7838,1156.7285,1245.6282,1116.3398,1119.6986,989.9082,932.1476,1572.5528,4373.9555,0.0000,2178.0611,793.8234,898.0907,503.9802,0.0000,3471.4000,0.0000,188.9726,10324.4138
"BAU",2025,65,11296.2593,58829.2557,7525.8921,7228.4495,6528.2485,6354.4611,6336.5010,5287.9540,4327.3337,3073.1876,2683.2937,2512.2422,2131.5530,1532.4010,1301.2490,691.5819,642.0005,672.9071,7805.2962,0.0000,3300.7670,1100.2557,1100.2557,2304.0179,0.0000,16128.1253,0.0000,0.0000,13124.8643
"BAU",2025,66,9541.5946,41680.9358,4438.2549,4388.2802,4001.8177,3742.1982,3844.2749,3705.4851,3431.2329,2542.4877,2135.7700,2153.1219,1753.1554,1700.2626,1302.5222,876.1825,813.3666,852.5230,6810.4672,62.5000,2231.8844,988.8476,968.4347,2558.8004,0.0000,17911.6028,0.0000,0.0000,10343.0175
"BAU",2025,67,6998.0812,29098.7301,3098.5805,3063.7560,2982.4501,2612.7630,2683.9617,2397.6350,2395.4549,1774.9757,1491.0940,1503.2083,1223.9705,1186.9736,909.2884,611.7093,567.7875,595.1215,6288.0366,482.2265,1912.3134,341.6156,574.7240,2880.7118,96.4453,16226.8804,3644.0766,21.8932,7130.9158
"BAU",2025,68,102.6642,564.6533,60.1745,64.9058,69.4999,62.0122,57.9125,46.5621,40.7060,28.7262,28.9571,29.1923,23.7695,17.2893,11.7732,11.8794,5.51387,5.77932,4327.7574,2119.7506,1289.3495,423.9501,428.9499,63.2573,2.49987,442.8014,0.0000,0.0000,129.5635
"BAU",2025,69,11271.7172,60440.8479,6982.0230,6372.3743,6823.4160,6641.7710,6202.6725,4987.0009,3736.9595,3076.6957,3101.4259,3126.6232,2545.8179,1851.7579,1891.4378,1272.3350,590.5590,1237.9782,7935.7869,1372.3316,2744.6631,274.4663,823.3989,2446.4607,274.4663,17125.2247,0.0000,0.0000,13922.0251
"BAU",2025,7,1139.8794,2352.0141,129.5989,109.3571,117.9945,104.5003,434.3527,337.3482,96.4478,106.8291,99.7753,84.1797,77.6242,64.8384,74.0663,86.2142,118.7208,310.1668,13280.1284,0.0000,560.4483,5254.1390,4048.3360,3417.2051,0.0000,2390.6631,7239.5655,0.0000,1009.6257
"BAU",2025,70,104.9750,682.3377,126.6573,107.3221,85.1434,79.6981,71.7150,46.4128,34.8097,20.6416,23.8695,27.4393,18.4631,14.3928,9.71552,7.875,4.23494,3.9477,7.73511,0.0000,0.0000,0.0000,0.0000,7.73511,0.0000,54.1458,0.0000,62.6693,134.8520
"BAU",2025,71,10225.5365,43686.9946,3097.3538,3148.4202,3611.7554,4179.7905,2961.0660,2923.3171,2118.5373,2152.4636,2319.9879,2383.8211,2383.2585,1985.8923,1687.4449,1703.8898,1375.9937,2068.4002,8170.6838,737.6265,2949.0757,1636.0645,963.1769,1884.7403,0.0000,12991.5344,0.0000,376.7929,17928.0259
"BAU",2025,72,0.0000,44732.8245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"BAU",2025,73,0.0000,257224.2509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"BAU",2025,74,9022.4799,38591.2173,4656.6443,4718.7586,4942.8097,4643.3467,2864.3116,2535.8148,2135.3309,2334.7454,2224.7428,1817.4669,1454.2867,1103.2851,928.1951,894.3825,696.5265,640.5697,7676.3716,73.0023,2418.7269,976.9219,1023.0548,3184.6657,0.0000,17407.8719,1330.3772,1701.2902,14128.3185
"BAU",2025,75,13382.1792,85553.9547,16433.7233,13393.2770,11856.0579,10698.9979,9049.2476,5663.5078,4003.2084,3489.2036,3302.9211,2881.6087,1853.5969,1090.3172,861.9416,382.7422,294.0140,299.5896,9399.7958,0.0000,1382.5553,516.5350,423.0248,7077.6808,0.0000,47715.9849,520.5824,9177.9190,16025.5702
"BAU",2025,76,14355.8464,56253.0335,5780.7116,5744.3808,5918.6336,5893.5778,4773.5407,3666.0835,3170.8074,3246.3295,3509.5487,3188.1057,2816.5859,2011.1503,1711.9527,1624.5062,1247.5482,1949.5710,9173.0749,0.0000,3911.7110,1391.5984,914.6901,2955.0754,0.0000,20266.1009,0.0000,1477.2125,19663.0964
"BAU",2025,77,8008.7063,27754.6096,2615.8830,2147.4600,2280.0657,2098.3547,1991.6489,2037.7350,1667.7369,1789.6805,1621.1013,1335.5950,1272.1114,1089.0959,1135.2188,1134.5090,1227.8814,2310.5322,5480.3331,0.0000,2480.0100,1233.0366,585.1301,1182.1564,0.0000,8202.5020,0.0000,209.7135,12001.5839
"BAU",2025,78,5745.7762,26485.7024,2755.7069,2458.7240,2357.6091,2422.2357,1900.0012,2006.8337,1633.8677,1531.5062,1431.5890,1382.2341,1285.0433,1054.9217,974.5210,990.2536,891.0277,1409.6274,3556.1117,0.0000,1250.9437,454.8886,568.6108,1281.6687,0.0000,8955.5493,0.0000,807.4486,10255.7799
"BAU",2025,79,13513.9923,58017.9104,8455.0856,7655.9516,7399.4695,6452.7133,4749.1859,4613.4912,3599.7189,3414.2411,2741.0695,2063.1920,1694.4652,1393.1635,1301.5975,1047.6728,750.4775,686.4152,10148.9906,69.4223,2999.3361,1907.0718,1237.8575,3907.8118,27.4912,26136.7309,0.0000,3129.6966,19936.1392
"BAU",2025,8,1168.0140,4204.3078,430.9504,363.2490,380.7663,335.5820,313.6033,304.5864,252.9299,268.9079,249.2802,207.0705,194.8584,162.9508,162.2054,157.3248,156.3830,263.6596,9565.2349,0.0000,3489.8922,4450.3736,1534.8712,90.0978,0.0000,630.6847,0.0000,34.4142,1762.0114
"BAU",2025,80,0.0000,240993.6409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
